source_id	title	platform	url	published_at	access_type	authorization_status	source_type	topic_tags	stroke_tags	timestamps	usability	confidence	notes
LH_BILI_SEASON_BV1ZZ421Y7YT	如何提升杀球速度和挥重？重杀和快杀怎么杀？2个技巧 迅速提升！不可错过的发力教学！	Bilibili	https://www.bilibili.com/video/BV1zZ421y7yt/	2024-03-02	public	authorized	video	smash,power	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1AI421D7NS	怎样让杀球动作更流畅？	Bilibili	https://www.bilibili.com/video/BV1ai421d7ns/	2024-03-07	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV15J421U7XQ	羽毛球被动发力到底是什么原理？不可错过的直播课！被动高远球怎么打？被偷后场怎么发力	Bilibili	https://www.bilibili.com/video/BV15j421U7Xq/	2024-03-08	public	authorized	video	high_clear,power	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1ZY421I7NU	李梓嘉头顶滑拍怎么打？	Bilibili	https://www.bilibili.com/video/BV1Zy421i7nu/	2024-03-12	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1UD421E7UK	为什么正手推球发不上力？刘辉教练教你无敌透彻的推球发力技巧！今日一亿你要不要吧	Bilibili	https://www.bilibili.com/video/BV1uD421E7Uk/	2024-03-13	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1PD421J7TP	怎么打出到位的高远球？高远球的真相(一)真相篇！这可能是全网第一个关于高远球真相的教学	Bilibili	https://www.bilibili.com/video/BV1pD421j7TP/	2024-03-15	public	authorized	video	high_clear	high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1YF421F7RT	怎么打出到位的高远球？高远球的真相(二)发力篇！	Bilibili	https://www.bilibili.com/video/BV1Yf421f7rT/	2024-03-18	public	authorized	video	high_clear,power	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1AZ421F7XP	为何集中发力和大发力相悖？巧发力 vs 大发力！可能很多人看不懂，但是教会一个是一个	Bilibili	https://www.bilibili.com/video/BV1Az421f7xP/	2024-03-20	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1MM411D7JI	正手发力怎么打的集中？从这两点提升爆发力！价值十亿的干货教学！	Bilibili	https://www.bilibili.com/video/BV1Mm411d7Ji/	2024-03-21	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1YZ421Y7AA	肘高低影响击球和发力吗？	Bilibili	https://www.bilibili.com/video/BV1Yz421y7aa/	2024-04-07	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1RX421M7RQ	被压头顶为什么只能回直线？正反手打斜线完美方法！	Bilibili	https://www.bilibili.com/video/BV1Rx421m7rQ/	2024-04-13	public	authorized	video	backhand	backhand		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV14E421M7YE	郑雨发球有问题吗？	Bilibili	https://www.bilibili.com/video/BV14E421M7ye/	2024-04-18	public	authorized	video	serve_receive	serve_receive		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1RD421N7IC	正手发小球教学！学会这个就超过90%的业余球友了	Bilibili	https://www.bilibili.com/video/BV1RD421n7iC/	2024-04-19	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1WM411M7UF	如何让杀球残暴？就这两点！	Bilibili	https://www.bilibili.com/video/BV1wm411m7Uf/	2024-04-23	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1JC411J7NI	击球时后仰正确吗？	Bilibili	https://www.bilibili.com/video/BV1jC411J7ni/	2024-05-01	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1RX4Y1B7U1	羽毛球简单劈吊和大发力劈吊教学！	Bilibili	https://www.bilibili.com/video/BV1Rx4y1B7u1/	2024-05-01	public	authorized	video	drop,power	drop,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1UP421D7NG	杀球压不下去是哪里出了问题？一句话总结压球感觉！	Bilibili	https://www.bilibili.com/video/BV1up421D7NG/	2024-05-02	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1AZ421U7KK	为什么内旋会切拍？两点建议改善!	Bilibili	https://www.bilibili.com/video/BV1az421U7kk/	2024-05-04	public	authorized	video	internal_rotation	high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1NI421K7VR	为什么高远有力杀球没力？	Bilibili	https://www.bilibili.com/video/BV1ni421k7VR/	2024-05-06	public	authorized	video	high_clear,smash	high_clear,smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1BY411Y7QH	后场高远球杀球发力详解！核心动作和底层逻辑	Bilibili	https://www.bilibili.com/video/BV1by411Y7QH/	2024-05-15	public	authorized	video	high_clear,smash,power	high_clear,smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1VM421M7CO	杀球没劲一招解决！如何用3成力打出爆发鞭甩！	Bilibili	https://www.bilibili.com/video/BV1Vm421M7Co/	2024-05-17	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1ZD421G7X9	如何提升挥速？挥速的底层逻辑！球速慢的根本原因！	Bilibili	https://www.bilibili.com/video/BV1ZD421g7x9/	2024-05-21	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1WI421Q7AX	高远球放松发力的秘诀！轻松打到底线的方法！	Bilibili	https://www.bilibili.com/video/BV1wi421Q7Ax/	2024-05-22	public	authorized	video	high_clear,power	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1CD421V7QW	杀球大发力挥拍训练方法！	Bilibili	https://www.bilibili.com/video/BV1cD421V7Qw/	2024-05-24	public	authorized	video	smash,power,swing	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1DI421S7L3	石宇奇头顶杀斜线是怎么杀的？深度解析	Bilibili	https://www.bilibili.com/video/BV1di421S7L3/	2024-05-27	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1K7421F7WD	内旋发力切拍向右削原因是什么？两点改进！	Bilibili	https://www.bilibili.com/video/BV1K7421f7wD/	2024-05-29	public	authorized	video	power,internal_rotation	all,high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1BS411K7T6	立腕问题详解！被忽视的羽毛球架拍细节！	Bilibili	https://www.bilibili.com/video/BV1BS411K7t6/	2024-06-01	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1WM4M167JX	如何轻松的打到底线？放松发力训练另类技巧！鬼才教学啊，有的是手段啊	Bilibili	https://www.bilibili.com/video/BV1wM4m167jX/	2024-06-01	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1CM42157US	正手顶髋发力细节！下半身动作分解示范！	Bilibili	https://www.bilibili.com/video/BV1Cm42157uS/	2024-06-04	public	authorized	video	power,hip_rotation	all,smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1NF421X7JG	霸王杀架拍分析优点和缺点！竟有这么多细节！	Bilibili	https://www.bilibili.com/video/BV1nf421X7Jg/	2024-06-08	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1CY411B7MJ	打球动作僵硬的原因是什么？因为这一点做错了！	Bilibili	https://www.bilibili.com/video/BV1Cy411B7mJ/	2024-06-10	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1QZ421U7C6	后场吊球教学！慢吊和快吊是怎么打出来的？石宇奇劈杀	Bilibili	https://www.bilibili.com/video/BV1qZ421u7C6/	2024-06-12	public	authorized	video	smash,drop	smash,drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1CW4M1E7PB	杀球变尖的技巧！让杀球落点更尖的训练方法！	Bilibili	https://www.bilibili.com/video/BV1Cw4m1e7Pb/	2024-06-17	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1A6421Z7LE	解决杀球不正的问题！今天的助理有排面啊	Bilibili	https://www.bilibili.com/video/BV1a6421Z7LE/	2024-06-19	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1E4421S76X	头顶区滑板吊球教学！小师妹示范动作超帅！	Bilibili	https://www.bilibili.com/video/BV1e4421S76x/	2024-06-20	public	authorized	video	drop	drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1XS421T74Y	林丹式架拍教学！省力又能打出鞭甩感的秘诀！	Bilibili	https://www.bilibili.com/video/BV1xs421T74Y/	2024-07-01	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1QS42197DD	正手劈吊教学！精准落点的秘诀！	Bilibili	https://www.bilibili.com/video/BV1QS42197Dd/	2024-07-03	public	authorized	video	drop	drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1XR421T7Z3	如何提高打球稳定性？掌握这个方法即可	Bilibili	https://www.bilibili.com/video/BV1Xr421T7z3/	2024-07-04	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1JT421K7GY	半侧身闪动发力配5u球拍才炸裂！价值一亿！	Bilibili	https://www.bilibili.com/video/BV1JT421k7gY/	2024-07-08	public	authorized	video	power,equipment	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1MB421N77F	如何提升羽毛球挥速？让小臂充分鞭甩的方法！价值一亿	Bilibili	https://www.bilibili.com/video/BV1Mb421n77f/	2024-07-09	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1MZ421T7LR	后场头顶区半侧身发力教学！羽毛球被动发力！	Bilibili	https://www.bilibili.com/video/BV1MZ421T7Lr/	2024-07-13	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV13U411S7AM	羽毛球点杀技术教学！点杀卸力解答！	Bilibili	https://www.bilibili.com/video/BV13U411S7AM/	2024-07-22	public	authorized	video	smash,deceleration	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1EZ421I7PX	羽毛球基本功挥拍发力教学！发力常见错误点!	Bilibili	https://www.bilibili.com/video/BV1ez421i7pX/	2024-07-23	public	authorized	video	power,swing	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1SU411U7FD	羽毛球回弹发力答疑！拍回弹vs肘回弹？	Bilibili	https://www.bilibili.com/video/BV1SU411U7fd/	2024-07-24	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1MS421X7SN	为什么打不好高远球？羽毛球技术学习指南！	Bilibili	https://www.bilibili.com/video/BV1mS421X7sN/	2024-07-26	public	authorized	video	high_clear	high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1BS421X7HA	杀球怎么又尖又重？黄金技术钉地板了解一下！价值十亿！	Bilibili	https://www.bilibili.com/video/BV1bS421X7HA/	2024-07-27	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1KZ421I7CJ	史上最重杀球教学！遁地炮！	Bilibili	https://www.bilibili.com/video/BV1kz421i7cj/	2024-08-02	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1PX4Y147UG	力传导连贯发力教学！全发力不连贯传导链断了的试试改变这个细节！	Bilibili	https://www.bilibili.com/video/BV1px4y147uG/	2024-08-03	public	authorized	video	kinetic_chain,power	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1IZ421B7X8	羽毛球跳杀发力教学！小臂发力和腰腹发力哪个重要？！价值十亿	Bilibili	https://www.bilibili.com/video/BV1iz421B7X8/	2024-08-04	public	authorized	video	smash,power	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1BI421H7B5	羽毛球跳杀简单版教学！核心力量弱一样可以杀的很有力！简单，还帅！	Bilibili	https://www.bilibili.com/video/BV1Bi421h7b5/	2024-08-06	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1JE4M1D7X2	怎么解决架拍不稳？教你移动中架拍的秘诀！	Bilibili	https://www.bilibili.com/video/BV1JE4m1d7X2/	2024-08-07	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1PX4Y1S7GL	什么是羽毛球内旋发力动作？慢动作分解教学！	Bilibili	https://www.bilibili.com/video/BV1px4y1s7gL/	2024-08-09	public	authorized	video	power,internal_rotation	all,high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1WM4M1173Q	杀球如何变重！全发力杀球三要素！	Bilibili	https://www.bilibili.com/video/BV1WM4m1173q/	2024-08-13	public	authorized	video	smash,power	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1OW4M1R7X8	羽毛球立腕怎么用？哪些场景需要立腕！	Bilibili	https://www.bilibili.com/video/BV1ow4m1r7X8/	2024-08-21	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1CS42197QO	拉高远怎么省力？当然有方法啦	Bilibili	https://www.bilibili.com/video/BV1CS42197Qo/	2024-08-25	public	authorized	video	high_clear	high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV11W4M167UI	打球动作太丑怎么改？做到这几点自然好看！	Bilibili	https://www.bilibili.com/video/BV11w4m167Ui/	2024-08-27	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV11Y411H74P	羽毛球跳杀教学速成版！解决两大难点即可轻松学会跳杀！11分钟极限输出	Bilibili	https://www.bilibili.com/video/BV11y411H74p/	2024-08-28	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1EM4M1A7OF	为什么滑拍吊球没有球速？这速度快赶上杀球了	Bilibili	https://www.bilibili.com/video/BV1EM4m1a7of/	2024-09-02	public	authorized	video	smash,drop	smash,drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1GKPCEMEXM	高远球大发力握拍是什么样子？	Bilibili	https://www.bilibili.com/video/BV1GKpceMExM/	2024-09-06	public	authorized	video	high_clear,power	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1WG4JEDETK	羽毛球集中发力教学？鞭打发力如何做到抖那一下！	Bilibili	https://www.bilibili.com/video/BV1wG4JeDEtk/	2024-09-14	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1UQTGE5ENW	羽毛球正手劈杀教学！简单版劈杀速成法！原地劈杀加中国跳劈杀两种	Bilibili	https://www.bilibili.com/video/BV1uqtGe5Enw/	2024-09-19	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1VXTFESENW	陶菲克重杀教学！杀球重不重就看这一点！最后真的笑死了	Bilibili	https://www.bilibili.com/video/BV1VXtfeSENW/	2024-09-22	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1ECSBEAEMR	总是不自觉变成苍蝇拍是怎么回事？改这两个点瞬间解决！	Bilibili	https://www.bilibili.com/video/BV1EcsbeAEmR/	2024-09-25	public	authorized	video	bilibili_season_metadata	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV17T2WYXEF3	什么是贴拍发力！羽毛球短发力到底怎么做到的！提速变速必备技能	Bilibili	https://www.bilibili.com/video/BV17t2wYxEF3/	2024-10-10	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1ZX2WYDESV	羽毛球正手击球点教学！任意点都能发力打的秘诀！vip内容啊！看到就是赚到	Bilibili	https://www.bilibili.com/video/BV1Zx2wYdEsV/	2024-10-11	public	authorized	video	contact_point,power	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1KC2UY8ELQ	羽毛球发力握拍教学！内旋发力必学第一课！18分钟学会！可少走一年弯路！	Bilibili	https://www.bilibili.com/video/BV1kc2UY8ELQ/	2024-10-13	public	authorized	video	power,internal_rotation	all,high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV19X2RYFEBU	羽毛球内旋发力纠错教学！直升机发力的对与错！已经入门的50%都做错了	Bilibili	https://www.bilibili.com/video/BV19x2rYFEBU/	2024-10-14	public	authorized	video	power,internal_rotation	all,high_clear		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1BFMNYNEN5	致命劈吊教学！羽毛球高阶吊球必学项！好用是真好用啊	Bilibili	https://www.bilibili.com/video/BV1BFmNYNEN5/	2024-10-17	public	authorized	video	drop	drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1XACMYBEO7	致命的滑板吊球教学！羽毛球高阶吊球必学项！太好用了有没有	Bilibili	https://www.bilibili.com/video/BV1XaCmYBEo7/	2024-10-19	public	authorized	video	drop	drop		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1GTCDYZE69	滑拍吊斜线没球速？原因竟是少了这个力！醍醐灌顶啊	Bilibili	https://www.bilibili.com/video/BV1GTCdYZE69/	2024-10-20	public	authorized	video	smash	smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1XRYWY8EDW	羽毛球大发力是怎么握拍的！看懂了少走一年弯路！握拍是发力第一步啊	Bilibili	https://www.bilibili.com/video/BV1xRyWY8EDW/	2024-10-23	public	authorized	video	power	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1MH1PY5EQQ	高远球发力纠错！羽毛球慢挥拍发力的优与劣！没有对错，看完提升认知	Bilibili	https://www.bilibili.com/video/BV1MH1PY5Eqq/	2024-10-24	public	authorized	video	high_clear,power,swing	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1WKSTY7E8W	羽毛球鞭打发力教学！发力时小臂怎么甩出去的！鞭甩细节问题 高远球发力必看	Bilibili	https://www.bilibili.com/video/BV1WKStY7E8w/	2024-10-31	public	authorized	video	high_clear,power	high_clear,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1VPDNYJEPU	郑思维说甩大臂是对的！如何判断甩(抡)大臂!基层教练角度如何看待这个问题	Bilibili	https://www.bilibili.com/video/BV1VpDnYjEPU/	2024-11-05	public	authorized	video	arm_path	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1P4DGYRE8B	甩大臂vs随摆！大臂是如何带动小臂发力的！正确的羽毛球发力核心动作怎么做？	Bilibili	https://www.bilibili.com/video/BV1P4DGYrE8B/	2024-11-06	public	authorized	video	power,arm_path,follow_through	all,smash		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1CJDQYUEGC	羽毛球抡大臂怎么改(一)理论篇！理论+实战解决方案！看懂再实践	Bilibili	https://www.bilibili.com/video/BV1CJDQYUEGC/	2024-11-08	public	authorized	video	match_transfer,arm_path	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1CADQYGEIS	羽毛球抡大臂怎么改(二)实战篇！理论+实战解决方案！看懂的必发上力！价值十亿！	Bilibili	https://www.bilibili.com/video/BV1CaDqYGEis/	2024-11-09	public	authorized	video	match_transfer,arm_path	all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
LH_BILI_SEASON_BV1EADQYPEJO	羽毛球杀球怎么杀得快？快杀理论知识+动作示范！P.S抡大臂就不可能快！	Bilibili	https://www.bilibili.com/video/BV1EADqYPEjo/	2024-11-11	public	authorized	video	smash,arm_path	smash,all		candidate	medium	Imported from Bilibili UGC season public metadata; season_id=1310095; season=正手发力; section=正片; upper=大G羽毛球; review timestamps before rule use.
