source_id	title	platform	url	published_at	access_type	authorization_status	source_type	topic_tags	stroke_tags	timestamps	usability	confidence	notes
LYX_BILI_BV12W411R7ND	咱们的衣服已经可以拿下啦！！！！【李宇轩】	Bilibili	https://www.bilibili.com/video/BV12w411r7nd	2023-10-11	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=165s; discovered_by=space_playlist
LYX_BILI_BV1E94Y1P7WT	单打，双打与混双 的打远网套路！教你们怎么抓对手出球 同时反攻！！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1E94y1p7wt	2023-09-19	public	official	video	doubles,singles,tactics	doubles,singles		candidate	high	Official-account public metadata; duration=1546s; discovered_by=space_playlist
LYX_BILI_BV18W411S7ES	单打，双打，混双有欺骗性的挑球！从被动立传主动！来学顶尖球员的秘密武器（反攻技术）！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV18w411S7eS	2023-08-31	public	official	video	frontcourt,doubles,singles	frontcourt,doubles,singles		candidate	high	Official-account public metadata; duration=1542s; discovered_by=space_playlist
LYX_BILI_BV1XH4Y1S7VZ	挥拍舒展不了，肘抬不起来，总是切拍，到问题在哪？为什么学了挥拍还是错呢？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1xh4y1S7Vz	2023-08-15	public	official	video	power,elbow_frame	all		candidate	high	Official-account public metadata; duration=1541s; discovered_by=space_playlist
LYX_BILI_BV17N411E7CK	又高又远又边的头顶球总接不到，对不上节奏，步伐跑不到位，怎么办？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV17N411e7cK	2023-07-24	public	official	video	footwork,tactics	footwork		candidate	high	Official-account public metadata; duration=985s; discovered_by=space_playlist
LYX_BILI_BV1LS4Y1R7B1	动作姿势很丑，打球很僵硬，移动不协调，身体不协调 ，有救吗？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1Ls4y1r7b1	2023-07-10	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=1344s; discovered_by=space_playlist
LYX_BILI_BV1DV411U7PV	不会接平高球？太难受？太被动？今天教你们几招，再也不怕平高球！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1dV411u7pV	2023-06-27	public	official	video	high_clear	high_clear		candidate	high	Official-account public metadata; duration=1278s; discovered_by=space_playlist
LYX_BILI_BV1BH411T7TR	打单打/双打/混双 抽球没力量，球总减速怎么办？抽球是换拍慢怎么办！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1Bh411T7TR	2023-06-14	public	official	video	doubles,singles,fitness	doubles,singles		candidate	high	Official-account public metadata; duration=1717s; discovered_by=space_playlist
LYX_BILI_BV1BH411F7YA	怎么在打混双或双打时防守都可以得分？怎么在来不及的情况打出对手反应不过来的球？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1bh411F7YA	2023-05-20	public	official	video	drive,doubles	drive,doubles		candidate	high	Official-account public metadata; duration=848s; discovered_by=space_playlist
LYX_BILI_BV1BV4Y1D7JQ	球太靠边怎么接？为什么我防守总差半步，就是接不到？而且防守姿势还丑！！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1BV4y1d7jQ	2023-05-03	public	official	video	drive	drive		candidate	high	Official-account public metadata; duration=1225s; discovered_by=space_playlist
LYX_BILI_BV1YM4Y1171R	单打快速得分套路，在两三招内让对方满地找球！转身球套路	Bilibili	https://www.bilibili.com/video/BV1yM4y1171R	2023-04-10	public	official	video	singles,tactics	singles		candidate	high	Official-account public metadata; duration=1349s; discovered_by=space_playlist
LYX_BILI_BV1MY4Y197AV	各种技术怎么打出快速球/加速球？所谓的贴拍发力 和 短发力是怎么做？用处是什么？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1MY4y197aV	2023-03-11	public	official	video	power	all		candidate	high	Official-account public metadata; duration=2146s; discovered_by=space_playlist
LYX_BILI_BV1UX4Y1C7UP	弓箭步用前脚掌落地会更快？！不是说必须用脚后跟要不然会崴脚吗？？为什么顶尖球员弓箭步不一样？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1Ux4y1c7uP	2023-02-18	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=1143s; discovered_by=space_playlist
LYX_BILI_BV1X24Y1B7V2	打球时步子越大，越接不了球！！太慢！改了立马快得离谱！！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1X24y1B7v2	2023-02-04	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=1805s; discovered_by=space_playlist
LYX_BILI_BV1BY4Y1979N	现场教各种战术，技术和不同顶尖球员选择的球路！又要送球拍了！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1by4y1979n	2023-01-24	public	official	video	tactics,equipment	all		candidate	high	Official-account public metadata; duration=332s; discovered_by=space_playlist
LYX_BILI_BV1ED4Y1H7N5	为什么挑球总是挑不远，挑不高，而且还得网球肘？！被动时完全没法挑起来！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1eD4y1H7N5	2023-01-16	public	official	video	frontcourt,elbow_frame	frontcourt		candidate	high	Official-account public metadata; duration=1557s; discovered_by=space_playlist
LYX_BILI_BV1624Y1V7DC	为什么双打/混双封网是总打漏球，打不上力，压不下去？怎么加强一致性？（20个难题系列）【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1624y1v7DC	2023-01-02	public	official	video	doubles,training	doubles		candidate	high	Official-account public metadata; duration=2118s; discovered_by=space_playlist
LYX_BILI_BV1KA411Q763	在泰国看总决赛现场解说，明白他们在用什么套路和战术，告诉你们为什么他们选择某某套路	Bilibili	https://www.bilibili.com/video/BV1kA411Q763	2022-12-20	public	official	video	tactics	all		candidate	high	Official-account public metadata; duration=2280s; discovered_by=space_playlist
LYX_BILI_BV15K411Z7E9	我们又要送球拍了！这一次24支球拍！不要错过！！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV15K411Z7e9	2022-11-18	public	official	video	equipment	all		candidate	high	Official-account public metadata; duration=577s; discovered_by=space_playlist
LYX_BILI_BV1NP4Y127HW	反手完整版上架啦！11月8号！让你们把反手打的和陶菲克/李梓嘉/专业球员一样！不在于力量，全在于方法！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1NP4y127HW	2022-11-07	public	official	video	backhand,fitness	backhand		candidate	high	Official-account public metadata; duration=646s; discovered_by=space_playlist
LYX_BILI_BV1A8411A7BB	【打羽毛球的20个大难题&解答系列】大部分时间架拍高是很难发上力的，很不合理！不管杀球，吊球，高远等都一样！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1a8411a7BB	2022-10-25	public	official	video	smash,high_clear,drop,elbow_frame	smash,high_clear,drop		candidate	high	Official-account public metadata; duration=2175s; discovered_by=space_playlist
LYX_BILI_BV1IP4Y1S7FY	羽毛球界里最常见，最致命的20个世纪大难题和解决方案！统统帮你们解决，让你们更上一个档次！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1iP4y1S7fy	2022-10-24	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=2397s; discovered_by=space_playlist
LYX_BILI_BV1KD4Y1B7NW	到底怎么选球拍？该用进攻还是防守拍子？为什么有些球员用不同拍子？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1Kd4y1B7Nw	2022-10-05	public	official	video	drive,equipment	drive		candidate	high	Official-account public metadata; duration=1131s; discovered_by=space_playlist
LYX_BILI_BV1YT411T78Y	我发了短球对方总推我底线就特别难受！怎么解决？	Bilibili	https://www.bilibili.com/video/BV1yT411T78Y	2022-09-23	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=1611s; discovered_by=space_playlist,season; collections=国际球员的战术 球路的运用
LYX_BILI_BV1EN4Y1G7TR	勾球怎么勾个过了中间线才过网的球？勾球不是打过去，是带过去的？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1eN4y1G7tr	2022-08-11	public	official	video	frontcourt	frontcourt		candidate	high	Official-account public metadata; duration=1546s; discovered_by=space_playlist,season; collections=勾球 搓球教学
LYX_BILI_BV1Z94Y1Q74K	拉转杀球，霸王杀 和 李梓嘉杀球有区别吗？怎么做？怎么杀的又重又快？为什么小孩都能轻松杀快球？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1Z94y1Q74k	2022-07-17	public	official	video	smash	smash		candidate	high	Official-account public metadata; duration=2548s; discovered_by=space_playlist
LYX_BILI_BV1N94Y127Z9	单打最佳套路，国际球员常用的（转身球套路），学上这套路，不只是限制对方进攻而且还是限制对方回球位置	Bilibili	https://www.bilibili.com/video/BV1n94y127z9	2022-06-16	public	official	video	singles,tactics	singles		candidate	high	Official-account public metadata; duration=2093s; discovered_by=space_playlist,season; collections=国际球员的战术 球路的运用
LYX_BILI_BV1T34Y1772E	反手怎么打？到底有多少种握拍方法？为什么发不上力？	Bilibili	https://www.bilibili.com/video/BV1T34y1772e	2022-05-26	public	official	video	backhand,grip	backhand		candidate	high	Official-account public metadata; duration=1728s; discovered_by=space_playlist,season; collections=反手后场高远球教学
LYX_BILI_BV1MS4Y187PC	网前技术，搓球，勾球，推球，挑球，扑球！怎么做的隐蔽，稳和有威胁力！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1mS4y187pc	2022-04-30	public	official	video	frontcourt,drive	frontcourt,drive		candidate	high	Official-account public metadata; duration=800s; discovered_by=space_playlist,season; collections=勾球 搓球教学
LYX_BILI_BV1US4Y1E715	我们来看看你们的假动作，是否隐蔽，是否可以欺骗对手	Bilibili	https://www.bilibili.com/video/BV1uS4y1e715	2022-04-19	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=782s; discovered_by=space_playlist,season; collections=假动作教学
LYX_BILI_BV1QY411778G	为什么做了启动反而接不到球！！启动感觉是个多余动作，并没帮上忙【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1qY411778G	2022-04-07	public	official	video	footwork	footwork		candidate	high	Official-account public metadata; duration=1263s; discovered_by=space_playlist
LYX_BILI_BV1NP4Y1M7KF	国际羽球员为什么总打中间？这是什么奇怪套路？不是应该打边线让对方跑吗？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1NP4y1M7Kf	2022-03-27	public	official	video	tactics	all		candidate	high	Official-account public metadata; duration=1078s; discovered_by=space_playlist,season; collections=国际球员的战术 球路的运用
LYX_BILI_BV1DQ4Y1E7KR	羽毛球假动作技术，把对方骗的满地找球！秘诀是什么 【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1Dq4y1e7KR	2022-03-16	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=1753s; discovered_by=space_playlist,season; collections=假动作教学
LYX_BILI_BV1UR4Y1S7LB	12月25日准备当圣诞老人直播送30样东西！！记得要点赞，转发，评论，关注我才能参加哦！明天不见不散	Bilibili	https://www.bilibili.com/video/BV1ur4y1S7Lb	2021-12-24	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=47s; discovered_by=space_playlist
LYX_BILI_BV1SL4Y1J77Z	球拍磅数怎么选？高磅数打不远，磅数低发不上力？怎么办呢！今天教你们怎么选 【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1SL4y1J77Z	2021-12-21	public	official	video	equipment	all		candidate	high	Official-account public metadata; duration=1359s; discovered_by=space_playlist,season; collections=如何选择磅数-装备
LYX_BILI_BV1IR4Y1S71B	双打和混双杀不死对方怎么办？该怎么去得分呢？有什么好套路呢？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1iR4y1s71B	2021-12-04	public	official	video	doubles,tactics	doubles		candidate	high	Official-account public metadata; duration=5408s; discovered_by=space_playlist
LYX_BILI_BV1Q34Y1D7MD	头顶区怎么就吊不出有隐蔽有威胁力的斜线球？滑板是什么？为什么就切不着球？专业球员怎么做的？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1Q34y1d7md	2021-11-19	public	official	video	drop,backhand	drop,backhand		candidate	high	Official-account public metadata; duration=2387s; discovered_by=space_playlist,season; collections=吊球教学
LYX_BILI_BV1WG411K79D	答应你们的吊球网课目录，晚上8点见【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1Wg411K79D	2021-11-08	public	official	video	drop	drop		candidate	high	Official-account public metadata; duration=256s; discovered_by=space_playlist,season; collections=吊球教学
LYX_BILI_BV1JR4Y1C7KT	吊球网课终于要上架啦！！看看目录，11月8日，不见不散！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1Jr4y1C7Kt	2021-11-02	public	official	video	drop	drop		candidate	high	Official-account public metadata; duration=730s; discovered_by=space_playlist,season; collections=吊球教学
LYX_BILI_BV1IQ4Y1Q7JA	打羽球怎么准备活动？你们一直要求拉伸放松，避开受伤的视频到了！吊球网课上架！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1iQ4y1q7Ja	2021-10-30	public	official	video	drop,fitness	drop		candidate	high	Official-account public metadata; duration=1935s; discovered_by=space_playlist,season; collections=适合羽毛球的体能训练以及热身教学
LYX_BILI_BV1YB4Y1H7TL	又要送好几支尤尼克斯天斧99，几支天斧88pro!!来看怎么参加！【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1Yb4y1h7tL	2021-10-18	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=890s; discovered_by=space_playlist
LYX_BILI_BV1NT4Y1O7WQ	很多人接杀，封网，打反拍时转换球拍都来不及，到底是为什么呢？什么解决方案呢？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1nT4y1o7wq	2021-10-12	public	official	video	drive,doubles,equipment	drive,doubles		candidate	high	Official-account public metadata; duration=1926s; discovered_by=space_playlist,season; collections=单打双打防守教学
LYX_BILI_BV12R4Y1P7YD	战术/比赛经验/训练方法【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV12R4y1p7yD	2021-10-01	public	official	video	tactics,training	all		candidate	high	Official-account public metadata; duration=4257s; discovered_by=space_playlist,season; collections=国际球员的战术 球路的运用
LYX_BILI_BV1B64Y1H7MW	到底要怎么打球时看对方的站位，然后打去反方向让对方每一个球都很被动呢？【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1B64y1h7mw	2021-09-13	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=2586s; discovered_by=space_playlist
LYX_BILI_BV1AG411J7KB	发力时所谓的“放松-抓紧”是必须做到的，但怎么做和什么时候做呢？为什么很多人做的时候做的动作很僵，发不了力呢【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1ag411j7kb	2021-08-15	public	official	video	power	all		candidate	high	Official-account public metadata; duration=1386s; discovered_by=space_playlist
LYX_BILI_BV11Q4Y1X7PJ	第二集 如何反拍搓个又转又贴网的球，把漏的补上 【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV11q4y1X7PJ	2021-07-30	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=723s; discovered_by=space_playlist,season; collections=搓球教学-龙卷风搓球
LYX_BILI_BV1BG41177EF	教你如何搓个又转又贴网的球（龙卷风搓球）【李宇轩教练】	Bilibili	https://www.bilibili.com/video/BV1bg41177ef	2021-07-27	public	official	video	frontcourt	frontcourt		candidate	high	Official-account public metadata; duration=2828s; discovered_by=space_playlist,season; collections=搓球教学-龙卷风搓球
LYX_BILI_BV1CK4Y1G7VL	很多人问我头顶球不会反拍怎么办？！打得很被动！如果要加速的去杀球或进攻怎么办？马来步是什么呢？用处是什么然后怎么做呢？	Bilibili	https://www.bilibili.com/video/BV1CK4y1g7VL	2021-06-30	public	official	video	smash	smash		candidate	high	Official-account public metadata; duration=1364s; discovered_by=space_playlist
LYX_BILI_BV1JX4Y1A7WI	怎么打个有威胁力平高球，为什么你们平高球总被对方拦住？秘诀是什么？羽毛球（李宇轩教练）	Bilibili	https://www.bilibili.com/video/BV1jX4y1A7wi	2021-06-16	public	official	video	high_clear	high_clear		candidate	high	Official-account public metadata; duration=1510s; discovered_by=space_playlist,season; collections=高远球-平高球教学
LYX_BILI_BV1J64Y1O7SN	为什么学了羽毛球步伐，但实战时还是接不到劈吊？我哪里做错了？秘诀是什么？（李宇轩教练）	Bilibili	https://www.bilibili.com/video/BV1J64y1o7sn	2021-05-31	public	official	video	drop,footwork	drop,footwork		candidate	high	Official-account public metadata; duration=955s; discovered_by=space_playlist
LYX_BILI_BV1VV411578J	这几天来到了上海旅游，放松一下，然后～ 谢谢你们的爱上海☺️☺️ 李宇轩羽毛球世界	Bilibili	https://www.bilibili.com/video/BV1vv411578J	2021-05-13	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=323s; discovered_by=space_playlist
LYX_BILI_BV1FK4Y1D7DD	为什么学了羽毛球启动，学了还反应不过来呢。总是接不了球？今天和你们分享秘诀	Bilibili	https://www.bilibili.com/video/BV1fK4y1d7DD	2021-05-09	public	official	video	footwork	footwork		candidate	high	Official-account public metadata; duration=1076s; discovered_by=space_playlist
LYX_BILI_BV1M5411W7DS	羽毛球步伐网课上架啦！步伐步伐步伐步伐！步法步法 （李宇轩教练）	Bilibili	https://www.bilibili.com/video/BV1M5411w7DS	2021-04-23	public	official	video	footwork	footwork		candidate	high	Official-account public metadata; duration=509s; discovered_by=space_playlist
LYX_BILI_BV1KX4Y1G7L4	前几天球员问我一个很好的问题，今天和你们分享	Bilibili	https://www.bilibili.com/video/BV1kX4y1g7L4	2021-04-14	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=727s; discovered_by=space_playlist,season; collections=高远球-平高球教学
LYX_BILI_BV1TI4Y1N7WA	教你们打个快速球，每个球都能让对方特难受，特被动！不是力量！不是力量！不是力量！全是方法！！赶紧学起来吧	Bilibili	https://www.bilibili.com/video/BV1ti4y1N7wA	2021-04-06	public	official	video	fitness	all		candidate	high	Official-account public metadata; duration=1471s; discovered_by=space_playlist,season; collections=高远球-平高球教学
LYX_BILI_BV1A64Y1Q72N	（下）防守怎么打底线的最大秘诀之一！赶紧学起来！！现在就知道为什么连小孩可以顶底线了！虽然是简单版，但希望你们都学到东子！记得先看（上）哦	Bilibili	https://www.bilibili.com/video/BV1A64y1Q72n	2021-03-24	public	official	video	drive	drive		candidate	high	Official-account public metadata; duration=2601s; discovered_by=space_playlist,season; collections=单打双打防守教学
LYX_BILI_BV1T54Y187OR	（第一期）双打防守顶后场。为什么大部分学不对，防不了，而小孩却做得了，秘诀是什么呢？不能力，是方法	Bilibili	https://www.bilibili.com/video/BV1t54y187or	2021-03-15	public	official	video	drive,doubles	drive,doubles		candidate	high	Official-account public metadata; duration=2060s; discovered_by=space_playlist,season; collections=单打双打防守教学
LYX_BILI_BV1SK4Y1S7NB	今天带你们学新“技术”，猜猜是什么！！是最近特别对人在问的哦	Bilibili	https://www.bilibili.com/video/BV1SK4y1S7Nb	2021-02-23	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=1314s; discovered_by=space_playlist
LYX_BILI_BV16P4Y1P7IX	一个套路教你网前封网一个都不漏，不是能力，是深深的套路，让对方每个球打到你手上	Bilibili	https://www.bilibili.com/video/BV16p4y1p7iX	2021-02-12	public	official	video	frontcourt,doubles,tactics	frontcourt,doubles		candidate	high	Official-account public metadata; duration=1511s; discovered_by=space_playlist,season; collections=双打发接发-网前封网-前三拍
LYX_BILI_BV1GY4Y127MB	教你们一个套路让你们在网前打得和苏卡，亨德拉等一样快，你们一直认为是纯能力和经验，其实都是你们能学会的套路	Bilibili	https://www.bilibili.com/video/BV1Gy4y127mB	2021-02-05	public	official	video	frontcourt,tactics	frontcourt		candidate	high	Official-account public metadata; duration=1371s; discovered_by=space_playlist,season; collections=双打发接发-网前封网-前三拍
LYX_BILI_BV1GY4Y1P7B2	双打前三拍上架啦！！！！教你们怎么打双打时懂得封网，那网前抓的死死的	Bilibili	https://www.bilibili.com/video/BV1Gy4y1p7b2	2021-01-25	public	official	video	frontcourt,doubles	frontcourt,doubles		candidate	high	Official-account public metadata; duration=445s; discovered_by=space_playlist,season; collections=双打发接发-网前封网-前三拍
LYX_BILI_BV1RP4Y1X7WW	又隐蔽又有威胁力的吊球！一吊就让人满地找球！	Bilibili	https://www.bilibili.com/video/BV1Rp4y1x7WW	2021-01-15	public	official	video	drop	drop		candidate	high	Official-account public metadata; duration=2504s; discovered_by=space_playlist,season; collections=吊球教学
LYX_BILI_BV1QK4Y157P6	正手不转身突击杀球，怎么发力？怎么杀？（李宗伟绝招）	Bilibili	https://www.bilibili.com/video/BV1qK4y157p6	2021-01-02	public	official	video	smash,power,singles	smash,singles		candidate	high	Official-account public metadata; duration=631s; discovered_by=space_playlist
LYX_BILI_BV1RY4Y1S7ZV	后场球为什么会切球，打个减速球！今天给你们透露一丢丢！今天视频稍微不一样，不要骂我哦～	Bilibili	https://www.bilibili.com/video/BV1Ry4y1S7Zv	2020-12-16	public	official	video	high_clear,drop	high_clear,drop		candidate	high	Official-account public metadata; duration=2020s; discovered_by=space_playlist
LYX_BILI_BV1NA41147KZ	杀球网课上架！最最最重要的是挥拍，但竟然没人做对！！挥拍不对，那转身和发力都没法完完全全做对！	Bilibili	https://www.bilibili.com/video/BV1nA41147kZ	2020-12-06	public	official	video	smash,power	smash		candidate	high	Official-account public metadata; duration=1495s; discovered_by=space_playlist
LYX_BILI_BV12T4Y1E7L4	羽毛球改怎么练力量，为什么和健身不一样呢？爆发力和耐力怎么练？	Bilibili	https://www.bilibili.com/video/BV12t4y1e7L4	2020-11-22	public	official	video	power,fitness	all		candidate	high	Official-account public metadata; duration=1763s; discovered_by=space_playlist,season; collections=适合羽毛球的体能训练以及热身教学
LYX_BILI_BV1FY4Y1Z7CK	很重要很重要的事（网课？）	Bilibili	https://www.bilibili.com/video/BV1fy4y1z7ck	2020-11-21	public	official	video	unclassified_public_video	all		candidate	high	Official-account public metadata; duration=214s; discovered_by=space_playlist
LYX_BILI_BV1VT4Y1A7KZ	打羽毛球该怎么样练力量才能帮组杀球、反拍、爆发力等 更好？	Bilibili	https://www.bilibili.com/video/BV1vt4y1a7Kz	2020-11-15	public	official	video	smash,power,fitness	smash		candidate	high	Official-account public metadata; duration=903s; discovered_by=space_playlist,season; collections=适合羽毛球的体能训练以及热身教学
LYX_BILI_BV1CA411J7BJ	混双，双打单打怎么扑个贴网球？怎么扑的又轻松又简单，而且再也不会拍子打网了！尤其是女孩打打混双总不敢扑球	Bilibili	https://www.bilibili.com/video/BV1cA411j7BJ	2020-10-30	public	official	video	frontcourt,doubles,singles	frontcourt,doubles,singles		candidate	high	Official-account public metadata; duration=1261s; discovered_by=space_playlist,season; collections=双打发接发-网前封网-前三拍
LYX_BILI_BV1H5411L7QQ	双打接发教学。如何一直保持主动，就算对方发的再好的球，都可以下压，可以一拍限制对方回球，如何打不同的高水平技术等	Bilibili	https://www.bilibili.com/video/BV1h5411L7qq	2020-10-19	public	official	video	serve_receive,doubles	serve_receive,doubles		candidate	high	Official-account public metadata; duration=956s; discovered_by=space_playlist,season; collections=双打发接发-网前封网-前三拍
LYX_BILI_BV1MA41177BE	拉转拉转，杀球讲解视频最后一期	Bilibili	https://www.bilibili.com/video/BV1mA41177be	2020-10-09	public	official	video	smash	smash		candidate	high	Official-account public metadata; duration=299s; discovered_by=space_playlist
LYX_BILI_BV1PK411N7PS	杀球讲解视频（4） 蹬转？拉转，拉转，拉转才对！ 加油各位	Bilibili	https://www.bilibili.com/video/BV1pK411N7PS	2020-10-08	public	official	video	smash,hip_rotation	smash		candidate	high	Official-account public metadata; duration=301s; discovered_by=space_playlist,season; collections=杀球教学
LYX_BILI_BV1YT4Y1Q7ZW	回答你们在杀球教学所问的问题！ 还没看的，记得先看前阵子发的杀球教学视频，然后再看这一个讲解和解答	Bilibili	https://www.bilibili.com/video/BV1yt4y1q7ZW	2020-10-04	public	official	video	smash	smash		candidate	high	Official-account public metadata; duration=899s; discovered_by=space_playlist,season; collections=杀球教学
LYX_BILI_BV1SH411X7AF	羽毛球双打发球教学 看了这视频让你的双打发球更隐蔽更具有威胁力！从发球就开始建立优势！	Bilibili	https://www.bilibili.com/video/BV1sh411X7Af	2020-09-26	public	official	video	serve_receive,doubles	serve_receive,doubles		candidate	high	Official-account public metadata; duration=1314s; discovered_by=space_playlist,season; collections=双打发接发-网前封网-前三拍
LYX_BILI_BV17A4Y1J7KV	虽然学会了步伐，启动，跨步，弓箭步什么蹬步，为什么一直接不了吊球，会觉得很困难呢？	Bilibili	https://www.bilibili.com/video/BV17a4y1j7KV	2020-09-09	public	official	video	drop,footwork	drop,footwork		candidate	high	Official-account public metadata; duration=60s; discovered_by=space_playlist,season; collections=步伐教学
LYX_BILI_BV12P4Y1Y7HS	在还没开始发双打混双的教学视频前，先来回答最多人问的双腿/单腿起跳杀球问题！	Bilibili	https://www.bilibili.com/video/BV12p4y1Y7HS	2020-09-05	public	official	video	smash,doubles	smash,doubles		candidate	high	Official-account public metadata; duration=266s; discovered_by=space_playlist,season; collections=杀球教学
LYX_BILI_BV1WK411K7KW	会了前面我教的方法，学双腿起跳杀球就会特别简单了。完整版等网课	Bilibili	https://www.bilibili.com/video/BV1wK411K7Kw	2020-08-30	public	official	video	smash	smash		candidate	high	Official-account public metadata; duration=301s; discovered_by=space_playlist,season; collections=杀球教学
LYX_BILI_BV1FF4Y1Q7TD	教你们最好发力可以杀的最快的方法，国际专业球员的秘诀。先学会了第一个视频教的再看这一个	Bilibili	https://www.bilibili.com/video/BV1ff4y1Q7TD	2020-08-29	public	official	video	power	all		candidate	high	Official-account public metadata; duration=896s; discovered_by=space_playlist,season; collections=杀球教学
LYX_BILI_BV1HV41117WQ	说真的，杀球杀的好，是方法，不是力量！先教你们一些基础的再进入正题！	Bilibili	https://www.bilibili.com/video/BV1Hv41117wQ	2020-08-28	public	official	video	smash,student_fit,fitness	smash		candidate	high	Official-account public metadata; duration=902s; discovered_by=space_playlist,season; collections=杀球教学
LYX_BILI_BV155411H7RY	有没有发觉平时练步伐跑的挺好，但一打球就废吗？学会了前场，中场和后场步伐，现在就学全场步伐。	Bilibili	https://www.bilibili.com/video/BV155411h7ry	2020-08-24	public	official	video	footwork	footwork		candidate	high	Official-account public metadata; duration=556s; discovered_by=space_playlist,season; collections=步伐教学
LYX_BILI_BV1YP4Y1V7JN	介绍你们个技术!! 想学吗？等我发了杀球教学，后期给这一个技术做的完整的教学视频！	Bilibili	https://www.bilibili.com/video/BV1Yp4y1v7jN	2020-08-23	public	official	video	smash	smash		candidate	high	Official-account public metadata; duration=114s; discovered_by=space_playlist
LYX_BILI_BV1UH411O75P	（第二集）为什么别人杀球你防得很困难？你的防守对吗？防守技巧最后一段，看完它！	Bilibili	https://www.bilibili.com/video/BV1uh411o75P	2020-08-22	public	official	video	smash,drive	smash,drive		candidate	high	Official-account public metadata; duration=301s; discovered_by=space_playlist,season; collections=单打双打防守教学
LYX_BILI_BV1BI4Y1G7RU	为什么别人杀球你防得很困难？你防守对吗？怎么感觉你反应过来了但就是总慢一步？答案是什么？！！	Bilibili	https://www.bilibili.com/video/BV1Bi4y1g7RU	2020-08-21	public	official	video	smash,drive	smash,drive		candidate	high	Official-account public metadata; duration=601s; discovered_by=space_playlist,season; collections=单打双打防守教学
LYX_BILI_BV1754Y1U7F6	有问过为什么有些人站着就能杀的那么快那么重吗？“透露一下，和力量没太大关系，都是方法，不要告诉别人，嘘～”	Bilibili	https://www.bilibili.com/video/BV1754y1U7F6	2020-08-20	public	official	video	fitness	all		candidate	high	Official-account public metadata; duration=141s; discovered_by=space_playlist
